Song Title,duration_ms,tempo,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,chroma,explicit,popularity
One Less Lonely Girl,29753.469387755104,87.5926906779661,0.1805205,-65.028534,23.132193,0.8341590504608203,0.0020697718,1.1801709,22.668221511617514,0.35045063,0.0,50.0
Baby,30000.0,120.18531976744185,0.22848535,-70.71107,18.089294,0.9358052007897452,0.016314045,1.0643249,22.36098358687704,0.44407552,0.0,50.0
Somebody to Love,30000.0,112.5,0.21167767,-70.174446,22.67874,0.9326258460578307,0.0006657732,1.1511197,21.106438675467917,0.56438196,0.0,50.0
U Smile,30000.0,129.19921875,0.23623307,-64.90253,22.412502,0.8696204349202166,0.00011640563,1.3439431,22.15563935895732,0.53841233,0.0,50.0
Never Let You Go,30000.0,122.28260869565217,0.21276478,-70.28359,25.058004,0.9262392874658882,8.0653415e-05,1.0947928,20.34878263220973,0.5111178,0.0,50.0
Pray,30000.0,95.703125,0.059908062,-73.697914,23.529531,0.8874686714224492,0.067492254,0.99661463,19.90206199502,0.47732067,0.0,50.0
That Should Be Me,30000.0,143.5546875,0.07566058,-63.195614,19.024324,0.8685299775048821,0.011130858,1.0735722,21.315415937945467,0.38493747,0.0,50.0
Eenie Meenie,29753.469387755104,120.18531976744185,0.10973492,-70.844604,25.7128,0.8973739052942595,0.0028461448,1.1703753,22.519861424776384,0.39408535,0.0,50.0
Up,30000.0,97.50884433962264,0.18786,-66.42498,24.79369,0.8772493864159447,0.00079909153,1.2218382,24.725096116131393,0.39333847,0.0,50.0
Runaway Love,30000.0,110.29411764705883,0.15191963,-67.97798,22.803068,0.9029096415287657,7.006739e-05,0.99277735,21.684338789031493,0.40513626,0.0,50.0
Favorite Girl,30000.0,110.29411764705883,0.25582698,-70.76316,27.699125,0.9400703834191573,0.0053491215,0.9411336,21.368304914963492,0.4683756,0.0,50.0
Common Denominator,30000.0,148.02631578947367,0.35687056,-68.44317,20.491678,0.9243518871625045,0.0007554541,1.1438934,21.7282843088693,0.6155372,0.0,50.0
Never Say Never,30000.0,122.28260869565217,0.22634524,-67.70632,22.112347,0.87636159003201,0.00091099745,1.2506157,22.09473402481969,0.58567655,0.0,50.0
Mistletoe,30000.0,152.02702702702703,0.15974124,-65.97148,21.588818,0.8160395034502559,0.0017945218,1.341844,21.369846322888346,0.5283702,0.0,50.0
All I Want Is You,30000.0,114.79591836734694,0.36201018,-64.04287,13.517793,0.9070535298888261,0.00084665243,1.0359416,20.803635832787204,0.48646,0.0,50.0
Boyfriend,29753.469387755104,101.33272058823529,0.19293568,-66.27386,30.713785,0.8675106617375736,0.00047281594,1.440137,22.497643600063714,0.4467295,0.0,50.0
As Long as You Love Me,29753.469387755104,139.6748310810811,0.18452643,-65.73548,25.229204,0.8693615398159115,0.00057294033,1.1383483,22.23688486733882,0.45219207,0.0,50.0
Beauty and a Beat,29753.469387755104,129.19921875,0.25892133,-60.457474,16.738056,0.8523813355747902,0.0005353811,1.0568776,22.359138848915958,0.5272207,0.0,50.0
Right Here,30000.0,148.02631578947367,0.48022097,-63.98512,18.386305,0.8959377914002137,0.002518656,1.3883418,21.199153985163342,0.7515317,0.0,50.0
All Around the World,30000.0,125.0,0.14297473,-67.05115,27.973742,0.8966847750181617,0.00017356573,1.063973,22.60871614982445,0.2805414,0.0,50.0
Take You,29753.469387755104,161.4990234375,0.13996392,-66.17143,23.405275,0.8948653237149577,0.0067038666,1.0094979,20.211766364353466,0.5275628,0.0,50.0
Believe,30000.0,137.1951219512195,0.23001245,-72.8939,25.253359,0.9413540259592098,0.0017378894,1.0692922,22.396719110637658,0.5292989,0.0,50.0
